native_language,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
mandarin,0.11,0.176,0.19,0.0,0.08,0.198,0.81,0.0,0.06,0.186,0.833,0.819,0.05,0.263,0.0,0.0,0.08,0.207,0.81,0.581,0.28,0.157,0.262,0.956,0.0
mandarin,0.14,0.169,0.286,0.681,0.11,0.226,0.881,0.669,0.08,0.201,0.429,0.0,0.06,0.217,0.238,0.819,0.08,0.179,0.833,0.55,0.26,0.145,0.762,0.919,0.794
mandarin,0.12,0.239,0.976,0.794,0.05,0.199,0.476,1.0,0.05,0.186,0.714,0.0,0.06,0.195,0.881,0.694,0.05,0.179,0.905,0.544,0.08,0.181,0.952,0.969,1.0
mandarin,0.06,0.179,0.238,0.975,0.05,0.214,0.976,0.956,0.09,0.199,0.833,0.919,0.14,0.197,0.976,0.863,0.08,0.203,0.762,0.0,0.51,0.136,0.881,0.812,0.7
mandarin,0.49,0.126,0.524,0.938,0.06,0.188,0.952,0.694,0.05,0.183,0.381,0.0,0.08,0.217,0.333,0.806,0.05,0.211,0.976,0.806,0.28,0.151,0.405,0.931,0.588
mandarin,0.14,0.2,0.976,0.856,0.05,0.205,0.714,1.0,0.05,0.188,0.714,0.0,0.11,0.216,0.976,0.825,0.12,0.154,0.548,0.0,0.14,0.147,0.881,0.769,0.0
mandarin,0.09,0.167,0.714,0.938,0.06,0.22,0.976,1.0,0.05,0.207,0.81,0.719,0.09,0.22,0.976,0.856,0.05,0.187,0.714,0.0,0.2,0.151,0.952,0.869,0.981
mandarin,0.11,0.165,0.69,0.925,0.11,0.173,0.952,0.963,0.05,0.162,0.69,0.975,0.08,0.213,0.976,0.756,0.06,0.203,0.0,0.975,0.51,0.144,0.976,0.613,0.869
mandarin,0.11,0.16,0.905,0.956,0.05,0.251,0.976,0.988,0.05,0.196,0.548,0.0,0.09,0.218,0.976,0.794,0.06,0.199,0.0,0.0,0.15,0.185,0.976,0.988,1.0
mandarin,0.14,0.169,0.952,0.931,0.08,0.232,0.976,1.0,0.06,0.207,0.929,0.988,0.09,0.198,0.929,0.956,0.05,0.232,0.905,0.0,0.26,0.16,0.976,0.863,0.625
mandarin,0.11,0.171,0.929,0.681,0.08,0.169,0.952,1.0,0.08,0.183,0.929,0.925,0.08,0.226,0.976,0.963,0.08,0.195,0.929,0.0,0.34,0.154,0.952,0.838,0.9
mandarin,0.09,0.197,0.643,0.963,0.05,0.207,0.357,0.894,0.05,0.179,0.833,0.0,0.08,0.223,0.976,0.719,0.08,0.184,0.881,1.0,0.09,0.196,0.976,0.875,0.463
mandarin,0.25,0.143,0.429,0.994,0.08,0.24,0.381,0.0,0.05,0.172,0.548,0.725,0.08,0.196,0.214,0.9,0.17,0.15,0.0,0.844,0.37,0.145,0.738,0.619,0.931
mandarin,0.08,0.156,0.19,0.856,0.12,0.174,0.238,0.438,0.06,0.181,0.262,0.794,0.09,0.199,0.214,0.688,0.08,0.198,0.643,0.819,0.38,0.148,0.405,0.894,0.506
mandarin,0.08,0.187,0.667,0.706,0.05,0.181,0.048,0.706,0.05,0.183,0.786,0.0,0.11,0.199,0.976,0.881,0.05,0.18,0.857,1.0,0.05,0.166,0.119,0.0,0.544
mandarin,0.15,0.192,0.024,0.731,0.11,0.205,0.238,0.487,0.05,0.183,0.238,0.656,0.08,0.205,0.643,0.731,0.08,0.183,0.786,0.806,0.32,0.139,0.167,0.819,0.512
mandarin,0.17,0.176,0.024,0.838,0.05,0.204,0.929,0.7,0.14,0.183,0.976,0.856,0.05,0.163,0.19,0.988,0.05,0.18,0.833,0.606,0.05,0.187,0.857,0.956,0.594
mandarin,0.35,0.136,0.0,0.631,0.15,0.15,0.619,0.487,0.05,0.206,0.571,0.856,0.09,0.19,0.071,0.725,0.06,0.208,0.571,0.494,0.49,0.148,0.786,0.819,0.787
mandarin,0.32,0.137,0.143,0.519,0.08,0.237,0.833,0.581,0.08,0.176,0.0,0.0,0.08,0.204,0.476,0.794,0.08,0.183,0.571,0.0,0.26,0.157,0.167,0.819,0.506
mandarin,0.06,0.175,0.0,0.0,0.06,0.195,0.357,0.0,0.05,0.171,0.595,0.581,0.06,0.2,0.071,0.919,0.09,0.186,0.952,0.0,0.66,0.128,0.952,0.8,0.981
mandarin,0.23,0.144,0.619,0.95,0.11,0.173,0.952,0.938,0.05,0.176,0.786,0.912,0.09,0.205,0.976,0.787,0.08,0.182,0.714,0.0,0.26,0.153,0.952,0.744,0.988
mandarin,0.29,0.138,0.071,0.838,0.11,0.168,0.0,0.463,0.08,0.2,0.69,0.606,0.06,0.188,0.119,0.756,0.11,0.184,0.0,0.0,0.23,0.155,0.119,0.0,0.588
mandarin,0.15,0.148,0.357,0.856,0.05,0.209,0.976,0.988,0.14,0.168,0.976,0.681,0.12,0.185,0.952,0.981,0.05,0.194,0.952,0.95,0.09,0.193,0.952,0.881,1.0
mandarin,0.38,0.13,0.024,0.956,0.06,0.19,0.952,0.0,0.2,0.149,0.976,0.988,0.11,0.184,0.905,0.944,0.11,0.184,0.857,0.875,0.29,0.157,0.952,0.713,0.956
mandarin,0.09,0.193,0.048,0.0,0.12,0.16,0.786,0.588,0.05,0.172,0.81,0.856,0.08,0.188,0.31,0.894,0.08,0.195,0.69,0.644,0.43,0.142,0.31,0.719,0.6
mandarin,0.72,0.124,0.0,0.838,0.08,0.199,0.429,0.569,0.06,0.198,0.524,0.794,0.09,0.187,0.0,0.0,0.08,0.197,0.929,0.794,0.15,0.176,0.357,0.944,0.0
mandarin,0.4,0.128,0.405,1.0,0.11,0.196,0.929,0.4,0.05,0.17,0.167,0.0,0.09,0.194,0.31,0.0,0.09,0.202,0.976,0.7,0.4,0.141,0.929,0.887,0.6
mandarin,0.29,0.137,0.857,0.656,0.09,0.189,0.976,0.975,0.05,0.203,0.929,0.975,0.12,0.192,0.905,0.744,0.08,0.189,0.952,0.0,0.28,0.16,0.976,0.65,0.944
mandarin,0.11,0.162,0.905,0.963,0.09,0.214,0.976,0.988,0.05,0.194,0.643,0.975,0.05,0.216,0.0,0.0,0.09,0.179,0.929,0.744,0.22,0.164,0.952,0.988,0.988
mandarin,0.15,0.174,0.976,0.931,0.06,0.235,0.976,1.0,0.05,0.181,0.69,0.619,0.08,0.232,0.881,0.619,0.08,0.2,0.905,0.9,0.55,0.149,0.929,0.95,0.0
mandarin,0.09,0.252,0.976,0.963,0.05,0.303,0.976,1.0,0.08,0.202,0.929,0.975,0.09,0.212,0.976,0.869,0.06,0.177,0.333,1.0,0.15,0.161,0.333,0.881,0.519
mandarin,0.06,0.17,0.19,0.844,0.05,0.218,0.524,0.0,0.08,0.196,0.0,0.0,0.11,0.204,0.357,0.644,0.06,0.188,0.786,0.681,0.17,0.205,0.976,0.919,0.831
mandarin,0.05,0.199,0.762,0.762,0.08,0.232,0.976,0.988,0.05,0.209,0.762,1.0,0.08,0.219,0.19,0.756,0.05,0.217,0.905,0.831,0.05,0.174,0.762,0.0,0.8
mandarin,0.15,0.147,0.238,0.6,0.06,0.242,0.976,0.869,0.06,0.205,0.976,0.0,0.08,0.217,0.976,0.806,0.08,0.189,0.333,0.988,0.32,0.139,0.952,0.625,0.956
mandarin,0.25,0.153,0.333,0.887,0.05,0.281,0.976,1.0,0.06,0.231,0.976,0.0,0.11,0.2,0.976,0.988,0.11,0.166,0.524,1.0,0.77,0.126,0.929,0.669,0.969
mandarin,0.08,0.164,0.0,0.0,0.06,0.229,0.976,0.988,0.05,0.193,0.619,0.931,0.08,0.202,0.976,0.894,0.08,0.184,0.81,1.0,0.06,0.198,0.881,0.944,0.956
mandarin,0.14,0.193,0.5,0.781,0.06,0.264,0.643,0.819,0.08,0.206,0.452,0.731,0.08,0.23,0.381,0.925,0.09,0.174,0.881,0.725,0.23,0.154,0.31,0.856,0.681
mandarin,0.55,0.127,0.071,0.969,0.06,0.289,0.619,0.619,0.06,0.201,0.214,0.0,0.12,0.206,0.524,0.0,0.09,0.175,0.619,0.731,0.18,0.161,0.381,0.863,0.519
mandarin,0.11,0.22,0.976,0.831,0.05,0.214,0.19,1.0,0.06,0.213,0.976,0.706,0.08,0.213,0.214,0.956,0.06,0.188,0.857,0.569,0.05,0.187,0.905,0.906,0.95
mandarin,0.06,0.21,0.048,0.606,0.11,0.187,0.071,0.594,0.08,0.207,0.452,0.0,0.08,0.223,0.095,0.719,0.08,0.181,0.857,0.556,0.18,0.159,0.31,0.925,0.669
mandarin,0.11,0.16,0.405,0.738,0.09,0.169,0.238,0.713,0.12,0.18,0.238,0.838,0.05,0.169,0.143,0.644,0.09,0.196,0.857,0.794,0.12,0.179,0.881,1.0,0.931
mandarin,0.22,0.143,0.833,0.856,0.09,0.203,0.976,0.975,0.06,0.197,0.929,0.963,0.12,0.199,0.905,0.931,0.08,0.188,0.881,0.0,0.2,0.159,0.952,0.85,0.988
mandarin,0.11,0.205,0.976,1.0,0.06,0.22,0.976,1.0,0.09,0.215,0.976,0.988,0.06,0.218,0.19,0.963,0.06,0.192,0.286,0.706,0.45,0.142,0.952,0.581,0.981
mandarin,0.17,0.164,0.976,0.838,0.06,0.252,0.976,1.0,0.06,0.193,0.905,0.988,0.06,0.218,0.976,0.944,0.06,0.189,0.69,0.781,0.15,0.163,0.952,0.844,0.988
mandarin,0.4,0.136,0.024,0.475,0.06,0.164,0.0,0.756,0.09,0.176,0.571,0.531,0.12,0.205,0.119,0.706,0.08,0.186,0.405,0.487,0.35,0.147,0.857,0.0,0.5
mandarin,0.25,0.146,0.381,0.938,0.08,0.207,0.69,0.0,0.06,0.21,0.595,0.781,0.11,0.212,0.119,0.794,0.08,0.182,0.69,0.606,0.34,0.138,0.214,0.819,0.744
mandarin,0.38,0.132,0.5,0.481,0.09,0.171,0.905,0.881,0.06,0.184,0.048,0.619,0.09,0.185,0.071,0.569,0.11,0.169,0.619,0.512,0.34,0.145,0.333,0.6,0.487
mandarin,0.15,0.173,0.167,0.7,0.09,0.219,0.976,0.669,0.08,0.194,0.81,0.969,0.08,0.22,0.19,0.0,0.11,0.195,0.976,0.556,0.37,0.153,0.952,0.831,0.412
mandarin,0.11,0.174,0.024,0.55,0.05,0.175,0.214,0.575,0.09,0.183,0.571,0.694,0.11,0.212,0.31,0.919,0.06,0.209,0.69,0.744,0.28,0.173,0.286,0.756,0.569
mandarin,0.12,0.204,0.738,0.694,0.05,0.182,0.31,0.0,0.05,0.182,0.833,0.0,0.09,0.2,0.262,0.938,0.06,0.193,0.881,0.531,0.2,0.166,0.976,0.919,0.912
mandarin,0.11,0.193,0.238,0.65,0.08,0.218,0.214,0.875,0.06,0.191,0.357,0.719,0.05,0.242,0.0,0.0,0.08,0.169,0.0,0.0,0.12,0.157,0.048,0.0,0.512
mandarin,0.31,0.137,0.929,0.85,0.09,0.236,0.976,1.0,0.06,0.188,0.929,0.95,0.08,0.2,0.976,0.906,0.08,0.191,0.595,1.0,0.22,0.147,0.976,0.631,0.988
mandarin,0.12,0.226,0.976,0.719,0.06,0.289,0.952,1.0,0.05,0.194,0.69,0.0,0.08,0.227,0.952,0.819,0.08,0.176,0.238,0.631,0.2,0.158,0.881,0.75,0.925
mandarin,0.09,0.198,0.976,0.594,0.05,0.221,0.976,1.0,0.08,0.215,0.976,0.95,0.06,0.21,0.952,0.956,0.08,0.172,0.857,0.975,0.12,0.173,0.857,0.906,0.825
mandarin,0.11,0.197,0.976,0.912,0.05,0.192,0.952,1.0,0.06,0.2,0.952,0.606,0.06,0.233,0.929,0.706,0.08,0.208,0.976,0.981,0.31,0.149,0.952,0.75,0.956
mandarin,0.11,0.245,0.405,0.794,0.05,0.252,0.857,0.713,0.05,0.176,0.619,0.856,0.06,0.217,0.952,0.869,0.06,0.2,0.405,0.969,0.05,0.165,0.143,0.906,0.0
mandarin,0.23,0.142,0.048,1.0,0.06,0.294,0.31,0.0,0.05,0.186,0.595,0.619,0.08,0.216,0.19,0.856,0.08,0.202,0.929,0.556,0.11,0.191,0.976,0.975,1.0
mandarin,0.15,0.168,0.095,0.431,0.09,0.228,0.976,0.919,0.05,0.209,0.667,0.844,0.12,0.206,0.381,0.85,0.08,0.17,0.881,0.0,0.4,0.138,0.952,0.912,0.519
maltese,0.14,0.16,0.024,0.675,0.06,0.228,0.952,0.881,0.08,0.215,0.976,0.988,0.08,0.198,0.905,0.988,0.06,0.187,0.857,0.938,0.2,0.159,0.857,0.894,0.0
malayalam,0.11,0.211,0.929,0.844,0.08,0.243,0.976,0.975,0.09,0.218,0.976,0.963,0.06,0.192,0.0,0.0,0.06,0.174,0.857,0.531,0.08,0.197,0.881,0.963,1.0
maltese,0.12,0.209,0.667,0.762,0.06,0.174,0.905,0.681,0.09,0.161,0.762,0.931,0.06,0.18,0.214,0.844,0.08,0.184,0.429,0.9,0.35,0.14,0.0,0.769,0.0
malayalam,0.17,0.162,0.214,0.825,0.08,0.264,0.214,0.613,0.09,0.177,0.738,0.662,0.09,0.177,0.071,0.988,0.05,0.183,0.881,0.519,0.05,0.164,0.905,0.919,0.963
malayalam,0.06,0.161,0.167,0.844,0.09,0.201,0.833,0.619,0.11,0.164,0.976,0.894,0.08,0.19,0.286,0.95,0.06,0.206,0.5,0.537,0.08,0.223,0.167,0.919,0.975
malayalam,0.06,0.204,0.476,0.619,0.05,0.303,0.762,0.744,0.09,0.175,0.548,0.556,0.08,0.205,0.19,0.95,0.09,0.232,0.833,0.606,0.06,0.188,0.143,0.856,0.537
malay,0.08,0.214,0.976,0.631,0.11,0.179,0.976,1.0,0.05,0.179,0.857,0.844,0.06,0.221,0.095,0.931,0.06,0.187,0.881,0.669,0.08,0.191,0.952,0.944,0.95
malay,0.09,0.195,0.976,0.912,0.08,0.24,0.976,1.0,0.11,0.168,0.952,0.963,0.08,0.201,0.976,0.887,0.08,0.18,0.952,0.0,0.18,0.166,0.952,0.956,0.812
malay,0.08,0.224,0.976,0.969,0.06,0.264,0.976,1.0,0.05,0.199,0.929,1.0,0.11,0.202,0.976,0.681,0.06,0.187,0.881,0.0,0.23,0.156,0.952,0.744,0.988
malay,0.09,0.207,0.976,0.975,0.05,0.217,0.952,1.0,0.05,0.22,0.929,0.0,0.15,0.158,0.976,0.925,0.05,0.192,0.262,1.0,0.17,0.16,0.929,0.681,0.988
malay,0.08,0.191,0.667,0.912,0.08,0.275,0.429,0.844,0.06,0.198,0.595,0.606,0.11,0.203,0.143,0.906,0.05,0.208,0.857,0.581,0.2,0.16,0.143,0.75,0.45
macedonian,0.06,0.192,0.548,0.806,0.11,0.183,0.0,0.0,0.05,0.173,0.714,0.0,0.09,0.207,0.381,0.981,0.06,0.204,0.69,0.975,0.15,0.198,0.167,0.9,0.406
macedonian,0.09,0.252,0.857,0.881,0.06,0.286,0.167,0.688,0.06,0.194,0.929,0.0,0.05,0.172,0.143,0.988,0.08,0.18,0.5,0.594,0.14,0.163,0.024,0.7,0.394
macedonian,0.2,0.149,0.548,0.769,0.06,0.294,0.048,0.719,0.08,0.188,0.714,0.956,0.09,0.177,0.976,0.956,0.05,0.179,0.595,0.919,0.05,0.176,0.19,0.0,0.0
macedonian,0.08,0.257,0.143,0.738,0.09,0.227,0.5,0.706,0.05,0.201,0.667,0.975,0.06,0.199,0.714,0.9,0.09,0.163,0.714,0.831,0.05,0.185,0.5,0.856,0.0
malagasy,0.15,0.171,0.024,0.55,0.08,0.182,0.429,0.381,0.11,0.185,0.5,0.0,0.15,0.179,0.143,0.85,0.08,0.198,0.357,0.5,0.32,0.166,0.405,0.769,0.731
macedonian,0.17,0.16,0.167,0.613,0.06,0.26,0.833,0.6,0.06,0.2,0.0,0.0,0.09,0.214,0.0,0.0,0.09,0.173,0.714,0.0,0.2,0.151,0.119,0.706,0.481
macedonian,0.11,0.243,0.238,0.9,0.05,0.204,0.048,0.65,0.06,0.228,0.857,0.594,0.06,0.206,0.214,0.975,0.12,0.16,0.595,0.594,0.2,0.149,0.0,0.812,0.431
macedonian,0.12,0.164,0.31,0.625,0.09,0.207,0.905,0.494,0.09,0.18,0.381,0.656,0.05,0.177,0.048,0.744,0.12,0.168,0.5,0.5,0.22,0.154,0.595,0.919,0.619
macedonian,0.11,0.228,0.976,0.975,0.06,0.245,0.976,1.0,0.06,0.205,0.952,0.919,0.11,0.186,0.976,0.931,0.08,0.173,0.0,0.0,0.18,0.154,0.595,0.881,0.0
macedonian,0.08,0.176,0.595,0.856,0.05,0.256,0.357,0.844,0.09,0.207,0.976,0.631,0.08,0.215,0.143,0.894,0.09,0.182,0.952,0.719,0.15,0.152,0.952,0.95,0.912
macedonian,0.08,0.203,0.929,0.706,0.09,0.184,0.976,0.963,0.11,0.211,0.952,0.819,0.08,0.212,0.119,0.925,0.06,0.179,0.929,1.0,0.09,0.168,0.857,0.975,0.9
macedonian,0.12,0.202,0.0,0.0,0.08,0.229,0.357,0.794,0.11,0.186,0.619,0.631,0.06,0.239,0.19,0.769,0.09,0.196,0.762,0.694,0.23,0.161,0.024,0.919,0.5
macedonian,0.09,0.166,0.857,0.0,0.11,0.199,0.976,0.988,0.05,0.195,0.786,0.975,0.05,0.208,0.0,0.0,0.11,0.167,0.857,0.881,0.12,0.158,0.738,0.875,0.0
macedonian,0.31,0.146,0.976,0.794,0.06,0.264,0.976,1.0,0.08,0.194,0.952,0.975,0.09,0.207,0.929,0.931,0.09,0.171,0.119,0.806,0.18,0.145,0.833,0.831,0.931
macedonian,0.08,0.2,0.024,0.544,0.08,0.193,0.619,0.869,0.05,0.198,0.714,0.631,0.09,0.185,0.095,0.863,0.06,0.178,0.643,0.531,0.25,0.15,0.048,0.794,0.412
macedonian,0.08,0.212,0.119,0.731,0.12,0.184,0.857,0.419,0.05,0.181,0.762,0.562,0.06,0.185,0.048,0.819,0.09,0.185,0.452,0.713,0.12,0.168,0.381,0.831,0.731
macedonian,0.14,0.209,0.762,0.963,0.05,0.211,0.0,0.0,0.06,0.226,0.857,0.613,0.09,0.214,0.167,0.881,0.08,0.184,0.976,0.731,0.08,0.184,0.071,0.0,0.525
macedonian,0.29,0.141,0.69,0.869,0.06,0.289,0.595,0.706,0.06,0.194,0.786,0.769,0.06,0.195,0.405,0.844,0.06,0.198,0.548,0.619,0.05,0.184,0.262,0.894,0.631
macedonian,0.34,0.142,0.0,0.662,0.06,0.218,0.238,0.675,0.08,0.184,0.0,0.0,0.08,0.223,0.0,0.0,0.11,0.16,0.69,0.0,0.22,0.157,0.071,0.75,0.469
macedonian,0.32,0.134,0.071,0.575,0.06,0.219,0.714,0.619,0.08,0.186,0.667,0.9,0.06,0.219,0.905,0.744,0.09,0.175,0.833,0.0,0.17,0.153,0.119,0.956,0.525
macedonian,0.09,0.251,0.69,0.806,0.08,0.215,0.714,0.844,0.06,0.222,0.595,0.656,0.14,0.186,0.071,0.831,0.05,0.168,0.595,0.556,0.31,0.142,0.167,0.831,0.55
macedonian,0.09,0.175,0.024,0.775,0.09,0.228,0.214,0.575,0.08,0.192,0.81,0.656,0.05,0.207,0.143,0.631,0.09,0.168,0.929,0.594,0.14,0.171,0.476,0.919,0.531
macedonian,0.14,0.215,0.548,0.75,0.06,0.193,0.429,0.681,0.12,0.17,0.524,0.756,0.06,0.248,0.548,0.0,0.12,0.177,0.262,0.744,0.17,0.172,0.119,0.631,0.463
macedonian,0.32,0.148,0.024,0.531,0.11,0.191,0.69,0.388,0.05,0.172,0.0,0.0,0.08,0.183,0.214,0.0,0.05,0.171,0.81,0.631,0.29,0.139,0.071,0.762,0.481
macedonian,0.06,0.182,0.19,0.906,0.06,0.286,0.024,0.512,0.08,0.204,0.833,0.606,0.15,0.169,0.143,0.881,0.05,0.176,0.905,0.637,0.06,0.171,0.167,0.881,0.431
macedonian,0.08,0.173,0.0,0.0,0.06,0.232,0.0,0.0,0.11,0.186,0.333,0.0,0.12,0.195,0.667,0.644,0.08,0.199,0.524,0.675,0.26,0.156,0.31,0.838,0.388
macedonian,0.22,0.157,0.19,0.912,0.05,0.303,0.0,0.0,0.06,0.21,0.31,0.681,0.06,0.192,0.048,0.819,0.09,0.161,0.81,0.606,0.17,0.164,0.048,0.806,0.5
luxembourgeois,0.06,0.176,0.667,0.912,0.08,0.239,0.976,0.856,0.11,0.196,0.976,0.975,0.06,0.238,0.048,0.956,0.05,0.202,0.929,0.0,0.11,0.193,0.976,0.944,1.0
luo,0.08,0.186,0.952,0.912,0.08,0.206,0.952,1.0,0.06,0.204,0.976,0.988,0.11,0.199,0.262,1.0,0.06,0.189,0.833,0.719,0.2,0.167,0.976,0.975,1.0
lithuanian,0.06,0.188,0.024,0.594,0.05,0.303,0.095,0.0,0.08,0.217,0.595,0.594,0.08,0.248,0.143,0.706,0.08,0.196,0.524,0.631,0.08,0.169,0.476,0.931,0.519
lithuanian,0.34,0.138,0.976,0.781,0.06,0.286,0.976,1.0,0.08,0.207,0.976,0.963,0.09,0.197,0.19,1.0,0.05,0.197,0.524,0.0,0.25,0.157,0.952,0.738,0.988
lithuanian,0.08,0.214,0.905,0.881,0.08,0.247,0.952,1.0,0.06,0.208,0.952,0.906,0.06,0.217,0.952,0.944,0.06,0.214,0.952,0.769,0.14,0.176,0.976,0.975,0.95
luo,0.31,0.142,0.071,0.644,0.06,0.221,0.571,0.544,0.14,0.15,0.5,0.844,0.12,0.175,0.381,0.956,0.12,0.167,0.571,0.594,0.28,0.155,0.381,0.819,0.519
lithuanian,0.06,0.187,0.595,0.931,0.14,0.173,0.952,0.819,0.05,0.199,0.833,0.975,0.05,0.174,0.095,0.0,0.05,0.191,0.81,0.0,0.08,0.201,0.976,0.881,1.0
lithuanian,0.08,0.19,0.905,0.912,0.08,0.261,0.952,0.988,0.08,0.213,0.952,0.963,0.11,0.208,0.976,0.869,0.06,0.191,0.643,0.988,0.18,0.15,0.929,0.85,0.988
lithuanian,0.11,0.156,0.524,0.55,0.11,0.172,0.786,0.644,0.69,0.123,0.857,0.819,0.12,0.179,0.167,0.0,0.11,0.17,0.929,0.619,0.31,0.148,0.929,0.875,0.537
lingala,0.82,0.122,0.024,0.487,0.05,0.181,0.048,0.444,0.05,0.163,0.643,0.0,0.09,0.206,0.048,0.838,0.09,0.187,0.857,0.606,0.18,0.166,0.762,0.881,0.519
latvian,0.08,0.182,0.833,0.931,0.08,0.194,0.881,0.906,0.09,0.2,0.976,0.719,0.09,0.21,0.952,1.0,0.11,0.156,0.31,0.975,0.11,0.164,0.905,0.738,0.963
latvian,0.06,0.167,0.19,0.925,0.09,0.177,0.952,0.731,0.09,0.197,0.952,0.988,0.06,0.215,0.952,0.963,0.12,0.168,0.881,0.0,0.05,0.175,0.071,0.963,0.519
latvian,0.32,0.135,0.357,0.85,0.08,0.179,0.786,0.9,0.11,0.191,0.976,0.975,0.11,0.198,0.905,0.963,0.05,0.195,0.762,0.9,0.37,0.143,0.929,0.731,0.863
lao,0.2,0.152,0.881,0.469,0.09,0.178,0.929,0.481,0.11,0.19,0.714,0.469,0.14,0.197,0.19,0.881,0.09,0.172,0.381,0.0,0.46,0.138,0.0,0.0,0.35
lao,0.09,0.165,0.214,0.819,0.09,0.162,0.095,0.744,0.08,0.183,0.786,0.525,0.06,0.202,0.095,0.706,0.09,0.173,0.952,0.594,0.25,0.154,0.881,0.969,0.856
lamotrekese,0.15,0.235,0.976,0.838,0.05,0.254,0.119,0.988,0.06,0.207,0.833,0.725,0.15,0.188,0.143,0.887,0.09,0.171,0.905,0.706,0.12,0.196,0.262,0.0,0.588
lao,0.05,0.172,0.119,0.0,0.05,0.17,0.262,0.0,0.09,0.169,0.333,0.669,0.05,0.178,0.262,0.769,0.12,0.167,0.619,0.544,0.23,0.157,0.19,0.0,0.537
lamaholot,0.05,0.166,0.381,0.988,0.05,0.177,0.69,0.731,0.18,0.141,0.619,0.0,0.08,0.182,0.857,1.0,0.11,0.184,0.357,0.0,0.25,0.147,0.929,0.669,0.988
kurdish,0.14,0.231,0.976,0.706,0.05,0.277,0.976,1.0,0.08,0.21,0.929,0.769,0.05,0.204,0.952,0.963,0.09,0.187,0.905,0.756,0.08,0.202,0.952,0.95,0.988
kurdish,0.57,0.128,0.238,0.625,0.11,0.226,0.048,0.713,0.12,0.157,0.833,0.831,0.11,0.196,0.548,0.844,0.08,0.186,0.5,0.0,0.58,0.137,0.071,0.787,0.219
kurdish,0.2,0.155,0.0,0.0,0.11,0.168,0.0,0.0,0.18,0.143,0.31,0.719,0.09,0.189,0.095,0.65,0.11,0.187,0.762,0.588,0.37,0.148,0.238,0.938,0.613
kurdish,0.11,0.239,0.976,0.938,0.05,0.284,0.976,1.0,0.06,0.221,0.976,0.0,0.08,0.203,0.952,0.694,0.05,0.185,0.619,0.925,0.17,0.17,0.976,0.875,0.963
kurdish,0.14,0.172,0.81,0.925,0.06,0.238,0.81,0.731,0.11,0.172,0.976,0.919,0.12,0.198,0.738,0.969,0.09,0.186,0.143,0.631,0.26,0.164,0.881,0.644,0.938
kurdish,0.11,0.221,0.81,0.581,0.05,0.211,0.738,0.756,0.09,0.172,0.786,0.806,0.08,0.193,0.333,0.988,0.09,0.197,0.31,0.9,0.51,0.137,0.0,0.525,0.0
kurdish,0.08,0.193,0.667,0.619,0.08,0.196,0.905,0.619,0.11,0.166,0.857,0.969,0.12,0.192,0.095,0.856,0.08,0.178,0.881,0.569,0.17,0.15,0.952,0.894,0.938
kurdish,0.14,0.222,0.976,0.725,0.08,0.228,0.976,1.0,0.06,0.192,0.786,0.669,0.05,0.192,0.667,0.0,0.15,0.167,0.738,0.825,0.08,0.187,0.952,0.938,0.894
kurdish,0.25,0.144,0.905,0.844,0.05,0.19,0.405,0.95,0.11,0.19,0.786,0.75,0.06,0.221,0.0,0.0,0.09,0.208,0.619,0.706,0.31,0.163,0.31,0.744,0.825
kru,0.14,0.164,0.881,0.894,0.09,0.176,0.69,0.606,0.06,0.179,0.667,0.894,0.08,0.207,0.167,0.819,0.08,0.18,0.5,0.544,0.05,0.231,0.024,0.0,0.431
kurdish,0.28,0.145,0.976,0.925,0.06,0.242,0.976,1.0,0.06,0.21,0.762,0.0,0.11,0.198,0.952,0.806,0.09,0.172,0.833,1.0,0.12,0.173,0.905,0.9,0.0
krio,0.14,0.173,0.071,0.762,0.12,0.158,0.881,0.863,0.05,0.181,0.69,0.912,0.08,0.202,0.976,0.9,0.09,0.2,0.929,0.0,0.18,0.185,0.952,0.988,0.787
krio,0.11,0.197,0.976,0.794,0.06,0.184,0.143,1.0,0.06,0.202,0.976,0.594,0.09,0.19,0.929,0.95,0.08,0.225,0.976,1.0,0.06,0.228,0.929,0.988,0.988
krio,0.26,0.147,0.119,0.719,0.06,0.174,0.071,0.681,0.08,0.192,0.929,0.581,0.14,0.212,0.31,0.919,0.06,0.188,0.667,0.613,0.14,0.181,0.31,0.881,0.606
krio,0.14,0.166,0.024,0.694,0.06,0.208,0.905,0.481,0.09,0.216,0.524,0.919,0.08,0.209,0.167,0.944,0.06,0.187,0.643,0.569,0.12,0.189,0.262,0.781,0.694
krio,0.26,0.143,0.69,0.944,0.05,0.221,0.833,0.919,0.05,0.189,0.786,0.0,0.11,0.183,0.571,0.644,0.06,0.223,0.571,0.725,0.15,0.192,0.071,0.781,0.512
korean,0.09,0.167,0.024,0.631,0.08,0.226,0.786,0.569,0.06,0.243,0.595,0.956,0.11,0.198,0.095,0.706,0.09,0.163,0.738,0.506,0.11,0.164,0.143,0.881,0.531
korean,0.09,0.266,0.81,0.731,0.05,0.19,0.19,0.988,0.06,0.198,0.381,0.631,0.08,0.211,0.238,0.975,0.12,0.173,0.667,0.606,0.12,0.175,0.381,0.856,0.463
krio,0.17,0.176,0.048,0.869,0.08,0.169,0.024,0.556,0.06,0.183,0.619,0.644,0.14,0.189,0.357,0.906,0.06,0.211,0.667,0.644,0.37,0.153,0.238,0.875,0.519
